1.000000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.501917105926571683e+00,1.570914458087122823e+00
1.000000000000000000e+04,2.657046979865771874e+01,0.000000000000000000e+00,3.502983285158440374e+00,1.570914628469871177e+00
1.000000000000000000e+04,5.314093959731543748e+01,0.000000000000000000e+00,3.504049464390308621e+00,1.570914798852619754e+00
1.000000000000000000e+04,7.971140939597316333e+01,0.000000000000000000e+00,3.505115643622177313e+00,1.570914969235368108e+00
1.000000000000000000e+04,1.062818791946308750e+02,0.000000000000000000e+00,3.506181822854046004e+00,1.570915139618116685e+00
1.000000000000000000e+04,1.328523489932885866e+02,0.000000000000000000e+00,3.507248002085914695e+00,1.570915310000865261e+00
1.000000000000000000e+04,1.594228187919463267e+02,0.000000000000000000e+00,3.508314181317783387e+00,1.570915480383613616e+00
1.000000000000000000e+04,1.859932885906040383e+02,0.000000000000000000e+00,3.509380360549651634e+00,1.570915650766361971e+00
1.000000000000000000e+04,2.125637583892617499e+02,0.000000000000000000e+00,3.510446539781520325e+00,1.570915821149110325e+00
1.000000000000000000e+04,2.391342281879194616e+02,0.000000000000000000e+00,3.511512719013389017e+00,1.570915991531858902e+00
1.000000000000000000e+04,2.657046979865771732e+02,0.000000000000000000e+00,3.512578898245257264e+00,1.570916161914607478e+00
1.000000000000000000e+04,2.922751677852348848e+02,0.000000000000000000e+00,3.513645077477125511e+00,1.570916332297355833e+00
1.000000000000000000e+04,3.188456375838926533e+02,0.000000000000000000e+00,3.514711256708994647e+00,1.570916502680104410e+00
1.000000000000000000e+04,3.454161073825503649e+02,0.000000000000000000e+00,3.515777435940863338e+00,1.570916673062852764e+00
1.000000000000000000e+04,3.719865771812080766e+02,0.000000000000000000e+00,3.516843615172732473e+00,1.570916843445601341e+00
1.000000000000000000e+04,3.985570469798657882e+02,0.000000000000000000e+00,3.517509971750325981e+00,1.570916905868783520e+00
1.000000000000000000e+04,4.251275167785234999e+02,0.000000000000000000e+00,3.517965476738909025e+00,1.570916911358108514e+00
1.000000000000000000e+04,4.516979865771812115e+02,0.000000000000000000e+00,3.518420981727492070e+00,1.570916916847433065e+00
1.000000000000000000e+04,4.782684563758389231e+02,0.000000000000000000e+00,3.518876486716075114e+00,1.570916922336757615e+00
1.000000000000000000e+04,5.048389261744966348e+02,0.000000000000000000e+00,3.519331991704658602e+00,1.570916927826082388e+00
1.000000000000000000e+04,5.314093959731543464e+02,0.000000000000000000e+00,3.519787496693241202e+00,1.570916933315407160e+00
