7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.659456790684984251e-02,1.567438363905482079e+00
7.500000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,8.478548943686575745e-02,1.569258042496697980e+00
7.500000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,8.297641096688170015e-02,1.571077721087913881e+00
7.500000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,8.116733249689761509e-02,1.572897399679129782e+00
7.500000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,7.935825402691355779e-02,1.574717078270345905e+00
7.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,7.754917555692948661e-02,1.576536756861561583e+00
7.500000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,7.574009708694541543e-02,1.578356435452777484e+00
7.500000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,7.393101861696133037e-02,1.580176114043993607e+00
7.500000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,7.212194014697728695e-02,1.581995792635209508e+00
7.500000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00,7.031286167699320189e-02,1.583815471226425409e+00
7.500000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,6.850378320700911683e-02,1.585635149817641310e+00
7.500000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00,6.669470473702504565e-02,1.587454828408857210e+00
7.500000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,6.488562626704097447e-02,1.589274507000072889e+00
7.500000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,6.307654779705690329e-02,1.591094185591289012e+00
7.500000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,6.126746932707283905e-02,1.592913864182504913e+00
7.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,5.980944410955243290e-02,1.594380432469693076e+00
7.500000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,5.837191585471904892e-02,1.595826383689028738e+00
7.500000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,5.693438759988565800e-02,1.597272334908363955e+00
7.500000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,5.549685934505223933e-02,1.598718286127699173e+00
7.500000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,5.405933109021883454e-02,1.600164237347034613e+00
7.500000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,5.262180283538542974e-02,1.601610188566370052e+00
7.500000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,5.118427458055203882e-02,1.603056139785705270e+00
7.500000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,4.974674632571863403e-02,1.604502091005040709e+00
7.500000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00,4.830921807088523617e-02,1.605948042224376149e+00
7.500000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00,4.687168981605183832e-02,1.607393993443711588e+00
7.500000000000000000e+01,2.500000000000000000e+01,0.000000000000000000e+00,4.543416156121843352e-02,1.608839944663047028e+00
7.500000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,4.399663330638503567e-02,1.610285895882382246e+00
7.500000000000000000e+01,2.700000000000000000e+01,0.000000000000000000e+00,4.255910505155163781e-02,1.611731847101717685e+00
7.500000000000000000e+01,2.800000000000000000e+01,0.000000000000000000e+00,4.112157679671823995e-02,1.613177798321053125e+00
7.500000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00,3.968404854188484904e-02,1.614623749540388564e+00
7.500000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00,3.824652028705144424e-02,1.616069700759724004e+00
